Name,preferred_name,catalog_name_normalized,RAJ2000,DEJ2000,Band,h,e_h,z0,e_z0,z0_over_h,h_over_z0,S0,e_S0,gradz0,mag,B/T,Type,RV,AName,NED,thickness_flag,biz_name,biz_name_norm,biz_catalog_token,RA_match_deg,DE_match_deg,biz_aname_norm,biz_aname_token,biz_ned_norm,biz_ned_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
EON_165.893_57.650,SDSSJ110334.32+573900.1,,165.893082,57.650036,r,4.32,0.11,1.02,0.12,0.2361111111111111,4.235294117647059,22.28,0.19,0.035,17.27,0.12,SB,42208.0,SDSSJ110334.32+573900.1,NED,thick_like,SDSSJ110334.32+573900.1,SDSSJ110334.32+573900.1,,165.893082,57.650036,SDSSJ110334.32+573900.1,,NED,,False,unmatched,,,
EON_165.922_-18.577,PGC866417,PGC866417,165.921661,-18.577251,r,5.45,0.03,2.11,0.17,0.3871559633027522,2.582938388625593,21.13,0.16,0.052,15.31,0.21,SB,16690.0,PGC866417,NED,thick_like,PGC866417,PGC866417,PGC866417,165.921661,-18.577251,PGC866417,PGC866417,NED,,False,unmatched,,,
EON_165.938_14.845,PGC91079,PGC91079,165.938187,14.844858,r,10.75,0.07,1.55,0.12,0.1441860465116279,6.935483870967742,22.86,0.2,-0.05,15.92,0.12,SB,13846.0,PGC091079,NED,intermediate,PGC91079,PGC91079,PGC91079,165.938187,14.844858,PGC091079,PGC91079,NED,,False,unmatched,,,
EON_165.964_9.133,PGC33413,PGC33413,165.96405,9.13305,r,5.19,0.13,2.12,0.25,0.4084778420038535,2.44811320754717,21.04,0.23,0.136,14.81,0.5,SA,12171.0,PGC033413,NED,thick_like,PGC33413,PGC33413,PGC33413,165.96405,9.13305,PGC033413,PGC33413,NED,,False,unmatched,,,
EON_165.973_5.288,PGC1281029,PGC1281029,165.972824,5.287878,r,6.77,1.05,1.08,0.11,0.1595273264401772,6.268518518518517,22.45,0.31,-0.158,17.46,0.05,SD,22599.0,PGC1281029,NED,intermediate,PGC1281029,PGC1281029,PGC1281029,165.972824,5.287878,PGC1281029,PGC1281029,NED,,False,unmatched,,,
EON_166.023_11.022,PGC92928,PGC92928,166.023132,11.02191,r,6.72,0.37,2.04,0.17,0.3035714285714286,3.294117647058824,21.73,0.18,0.072,15.94,0.07,SD,6382.0,PGC092928,NED,thick_like,PGC92928,PGC92928,PGC92928,166.023132,11.02191,PGC092928,PGC92928,NED,,False,unmatched,,,
EON_166.070_-0.528,NED,,166.069656,-0.528115,r,7.27,0.16,0.83,0.17,0.1141678129298486,8.759036144578314,23.13,0.23,-0.349,17.37,0.04,SD,,,NED,intermediate,NED,NED,,166.069656,-0.528115,,,NED,,False,unmatched,,,
EON_166.095_16.107,SDSSJ110422.88+160624.0,,166.095322,16.106676,r,2.88,0.38,1.15,0.15,0.3993055555555555,2.5043478260869567,21.95,0.35,0.011,17.82,0.08,SC,6544.0,SDSSJ110422.88+160624.0,NED,thick_like,SDSSJ110422.88+160624.0,SDSSJ110422.88+160624.0,,166.095322,16.106676,SDSSJ110422.88+160624.0,,NED,,False,unmatched,,,
EON_166.145_44.947,PGC2255656,PGC2255656,166.144821,44.947094,r,4.35,0.23,1.53,0.16,0.3517241379310345,2.8431372549019605,21.62,0.25,-0.104,16.97,0.08,IR,13264.0,PGC2255656,NED,thick_like,PGC2255656,PGC2255656,PGC2255656,166.144821,44.947094,PGC2255656,PGC2255656,NED,,False,unmatched,,,
EON_166.154_48.684,PGC2323150,PGC2323150,166.153549,48.684189,r,3.81,0.06,1.01,0.1,0.2650918635170604,3.772277227722772,21.78,0.24,0.044,17.43,0.09,SB,34291.0,PGC2323150,NED,thick_like,PGC2323150,PGC2323150,PGC2323150,166.153549,48.684189,PGC2323150,PGC2323150,NED,,False,unmatched,,,
EON_166.230_44.459,PGC2244852,PGC2244852,166.229874,44.459278,r,4.37,0.12,1.53,0.14,0.3501144164759725,2.856209150326797,21.28,0.19,0.075,16.33,0.21,SB,14771.0,PGC2244852,NED,thick_like,PGC2244852,PGC2244852,PGC2244852,166.229874,44.459278,PGC2244852,PGC2244852,NED,,False,unmatched,,,
EON_166.291_24.494,SDSSJ110509.94+242937.7,,166.291428,24.493822,r,4.26,0.43,1.24,0.09,0.2910798122065728,3.435483870967742,21.84,0.2,-0.045,17.3,0.08,SC,32507.0,SDSSJ110509.94+242937.7,NED,thick_like,SDSSJ110509.94+242937.7,SDSSJ110509.94+242937.7,,166.291428,24.493822,SDSSJ110509.94+242937.7,,NED,,False,unmatched,,,
EON_166.292_33.243,PGC2027342,PGC2027342,166.291534,33.24313,r,3.72,0.05,1.74,0.22,0.4677419354838709,2.137931034482759,20.62,0.19,0.162,15.65,0.38,SB,10442.0,PGC2027342,NED,thick_like,PGC2027342,PGC2027342,PGC2027342,166.291534,33.24313,PGC2027342,PGC2027342,NED,,False,unmatched,,,
EON_166.305_28.911,2MASXJ11051327+2854385,,166.305084,28.910793,r,7.43,0.05,1.21,0.14,0.1628532974427994,6.140495867768595,23.27,0.12,0.024,17.31,0.05,SD,31486.0,2MASXJ11051327+2854385,NED,intermediate,2MASXJ11051327+2854385,2MASXJ11051327+2854385,,166.305084,28.910793,2MASXJ11051327+2854385,,NED,,False,unmatched,,,
EON_166.369_7.611,PGC1326267,PGC1326267,166.368515,7.611347,r,5.91,0.58,1.92,0.22,0.3248730964467005,3.078125,21.5,0.27,0.068,16.22,0.05,SC,45690.0,PGC1326267,NED,thick_like,PGC1326267,PGC1326267,PGC1326267,166.368515,7.611347,PGC1326267,PGC1326267,NED,,False,unmatched,,,
EON_166.387_53.289,PGC2436849,PGC2436849,166.387466,53.288761,r,4.13,0.05,1.71,0.12,0.4140435835351089,2.415204678362573,21.59,0.11,0.047,16.72,0.09,SC,6507.0,PGC2436849,NED,thick_like,PGC2436849,PGC2436849,PGC2436849,166.387466,53.288761,PGC2436849,PGC2436849,NED,,False,unmatched,,,
EON_166.403_0.758,PGC3285313,PGC3285313,166.40271,0.757791,r,5.25,1.15,0.68,0.13,0.1295238095238095,7.720588235294117,22.66,0.32,-0.082,18.19,0.06,SB,20926.0,PGC3285313,NED,intermediate,PGC3285313,PGC3285313,PGC3285313,166.40271,0.757791,PGC3285313,PGC3285313,NED,,False,unmatched,,,
EON_166.421_50.546,PGC2376091,PGC2376091,166.420547,50.5462,r,3.9,0.16,1.69,0.12,0.4333333333333333,2.307692307692308,21.44,0.23,-0.038,16.56,0.16,SC,6807.0,PGC2376091,NED,thick_like,PGC2376091,PGC2376091,PGC2376091,166.420547,50.5462,PGC2376091,PGC2376091,NED,,False,unmatched,,,
EON_166.492_36.407,UGC06148,UGC06148,166.492004,36.407116,r,11.31,0.04,4.05,0.22,0.3580901856763925,2.7925925925925927,21.11,0.08,0.066,13.64,0.28,SB,7434.0,UGC06148,NED,thick_like,UGC06148,UGC06148,UGC6148,166.492004,36.407116,UGC06148,UGC6148,NED,,False,unmatched,,,
EON_166.524_-14.932,PGC918042,PGC918042,166.524033,-14.932375,r,4.5,0.06,2.25,0.24,0.5,2.0,21.47,0.13,0.139,15.87,0.42,SA,,PGC918042,NED,thick_like,PGC918042,PGC918042,PGC918042,166.524033,-14.932375,PGC918042,PGC918042,NED,,False,unmatched,,,
EON_166.631_22.778,PGC1675949,PGC1675949,166.631363,22.777582,r,8.29,0.09,2.81,0.42,0.3389626055488541,2.95017793594306,21.67,0.19,0.159,14.8,0.36,SB,6725.0,PGC1675949,NED,thick_like,PGC1675949,PGC1675949,PGC1675949,166.631363,22.777582,PGC1675949,PGC1675949,NED,,False,unmatched,,,
EON_166.657_23.547,SDSSJ110637.61+233248.3,,166.656723,23.546768,r,7.45,0.2,0.97,0.22,0.1302013422818791,7.680412371134021,22.85,0.34,-0.086,17.55,0.04,SD,32121.0,SDSSJ110637.61+233248.3,NED,intermediate,SDSSJ110637.61+233248.3,SDSSJ110637.61+233248.3,,166.656723,23.546768,SDSSJ110637.61+233248.3,,NED,,False,unmatched,,,
EON_166.660_53.367,PGC33599,PGC33599,166.660614,53.366924,r,8.93,0.22,3.49,0.24,0.3908174692049272,2.558739255014326,20.68,0.08,-0.055,14.05,0.09,SC,6415.0,PGC033599,NED,thick_like,PGC33599,PGC33599,PGC33599,166.660614,53.366924,PGC033599,PGC33599,NED,,False,unmatched,,,
EON_166.705_0.492,PGC1167382,PGC1167382,166.705338,0.492383,r,4.99,0.03,1.02,0.09,0.2044088176352705,4.892156862745098,22.01,0.22,-0.178,17.25,0.05,SD,20224.0,PGC1167382,NED,thick_like,PGC1167382,PGC1167382,PGC1167382,166.705338,0.492383,PGC1167382,PGC1167382,NED,,False,unmatched,,,
EON_166.735_23.690,PGC1691877,PGC1691877,166.734985,23.689787,r,4.19,0.05,0.78,0.06,0.1861575178997613,5.371794871794872,21.45,0.29,0.045,17.24,0.1,SB,14602.0,PGC1691877,NED,intermediate,PGC1691877,PGC1691877,PGC1691877,166.734985,23.689787,PGC1691877,PGC1691877,NED,,False,unmatched,,,
EON_166.803_57.750,SDSSJ110712.66+574500.7,,166.802826,57.750195,r,3.4,0.04,0.83,0.08,0.2441176470588235,4.096385542168675,21.52,0.3,0.035,17.7,0.08,SB,9854.0,SDSSJ110712.66+574500.7,NED,thick_like,SDSSJ110712.66+574500.7,SDSSJ110712.66+574500.7,,166.802826,57.750195,SDSSJ110712.66+574500.7,,NED,,False,unmatched,,,
EON_166.890_23.908,PGC1695915,PGC1695915,166.889633,23.907761,r,3.24,0.08,1.94,0.22,0.5987654320987654,1.6701030927835052,19.96,0.24,0.097,15.83,0.16,SC,5705.0,PGC1695915,NED,thick_like,PGC1695915,PGC1695915,PGC1695915,166.889633,23.907761,PGC1695915,PGC1695915,NED,,False,unmatched,,,
EON_166.915_1.783,PGC1205720,PGC1205720,166.914886,1.783077,r,2.94,0.17,1.11,0.17,0.3775510204081633,2.648648648648648,19.73,0.33,0.141,15.72,0.25,SB,19826.0,PGC1205720,NED,thick_like,PGC1205720,PGC1205720,PGC1205720,166.914886,1.783077,PGC1205720,PGC1205720,NED,,False,unmatched,,,
EON_166.964_47.849,PGC2305490,PGC2305490,166.963715,47.848606,r,3.75,0.18,2.24,0.33,0.5973333333333334,1.6741071428571428,20.32,0.25,0.147,15.53,0.2,SB,13414.0,PGC2305490,NED,thick_like,PGC2305490,PGC2305490,PGC2305490,166.963715,47.848606,PGC2305490,PGC2305490,NED,,False,unmatched,,,
EON_166.975_-18.260,PGC870434,PGC870434,166.975204,-18.260159,r,5.66,0.2,1.1,0.15,0.1943462897526502,5.1454545454545455,22.42,0.18,-0.199,17.3,0.08,SC,,PGC870434,NED,intermediate,PGC870434,PGC870434,PGC870434,166.975204,-18.260159,PGC870434,PGC870434,NED,,False,unmatched,,,
EON_166.977_44.377,PGC2242930,PGC2242930,166.977448,44.376839,r,4.77,0.03,1.9,0.23,0.3983228511530398,2.5105263157894737,20.88,0.19,0.162,15.25,0.44,SA,17200.0,PGC2242930,NED,thick_like,PGC2242930,PGC2242930,PGC2242930,166.977448,44.376839,PGC2242930,PGC2242930,NED,,False,unmatched,,,
EON_167.004_45.391,SDSSJ110801.02+452327.9,,167.004242,45.39109,r,4.04,0.55,1.07,0.11,0.2648514851485148,3.7757009345794392,22.25,0.23,-0.053,17.38,0.05,SD,15570.0,SDSSJ110801.02+452327.9,NED,thick_like,SDSSJ110801.02+452327.9,SDSSJ110801.02+452327.9,,167.004242,45.39109,SDSSJ110801.02+452327.9,,NED,,False,unmatched,,,
EON_167.014_7.597,SDSSJ110803.36+073547.7,,167.014038,7.596628,r,7.21,0.31,0.8,0.1,0.1109570041608876,9.0125,23.14,0.21,-0.027,17.54,0.04,IR,24735.0,SDSSJ110803.36+073547.7,NED,intermediate,SDSSJ110803.36+073547.7,SDSSJ110803.36+073547.7,,167.014038,7.596628,SDSSJ110803.36+073547.7,,NED,,False,unmatched,,,
EON_167.026_16.820,NED,,167.027435,16.819069,r,5.84,0.16,1.34,0.23,0.2294520547945205,4.35820895522388,22.31,0.29,0.044,17.04,0.11,SD,,,NED,thick_like,NED,NED,,167.027435,16.819069,,,NED,,False,unmatched,,,
EON_167.053_33.542,PGC2034214,PGC2034214,167.053116,33.542183,r,6.94,0.34,1.28,0.12,0.1844380403458213,5.421875,21.97,0.31,-0.009,16.2,0.06,SD,17980.0,PGC2034214,NED,intermediate,PGC2034214,PGC2034214,PGC2034214,167.053116,33.542183,PGC2034214,PGC2034214,NED,,False,unmatched,,,
EON_167.096_43.967,PGC2233429,PGC2233429,167.096359,43.967419,r,4.41,0.2,2.46,0.14,0.5578231292517006,1.7926829268292683,20.01,0.28,0.019,15.09,0.21,SC,16843.0,PGC2233429,NED,thick_like,PGC2233429,PGC2233429,PGC2233429,167.096359,43.967419,PGC2233429,PGC2233429,NED,,False,unmatched,,,
EON_167.104_62.531,NED,,167.104385,62.531433,r,6.88,0.5,1.19,0.09,0.1729651162790697,5.781512605042017,23.29,0.2,0.153,17.12,0.05,SD,,,NED,intermediate,NED,NED,,167.104385,62.531433,,,NED,,False,unmatched,,,
EON_167.118_16.168,PGC1502387,PGC1502387,167.11821,16.168404,r,3.92,0.04,1.34,0.2,0.3418367346938776,2.9253731343283578,21.78,0.28,0.101,16.75,0.24,SB,27000.0,PGC1502387,NED,thick_like,PGC1502387,PGC1502387,PGC1502387,167.11821,16.168404,PGC1502387,PGC1502387,NED,,False,unmatched,,,
EON_167.130_32.145,PGC1982449,PGC1982449,167.130188,32.144985,r,4.51,0.1,1.14,0.15,0.2527716186252771,3.956140350877193,22.14,0.27,0.058,17.07,0.18,SB,13785.0,PGC1982449,NED,thick_like,PGC1982449,PGC1982449,PGC1982449,167.130188,32.144985,PGC1982449,PGC1982449,NED,,False,unmatched,,,
EON_167.144_21.479,PGC1650847,PGC1650847,167.144012,21.478951,r,4.12,0.04,1.76,0.12,0.4271844660194174,2.340909090909091,20.9,0.15,0.119,16.04,0.15,SC,,PGC1650847,NED,thick_like,PGC1650847,PGC1650847,PGC1650847,167.144012,21.478951,PGC1650847,PGC1650847,NED,,False,unmatched,,,
EON_167.232_26.611,NGC03534,NGC03534,167.231903,26.610502,r,13.46,0.18,6.63,0.33,0.4925705794947994,2.030165912518854,21.41,0.13,-0.003,13.59,0.28,SC,6571.0,NGC3534,NED,thick_like,NGC03534,NGC03534,NGC3534,167.231903,26.610502,NGC3534,NGC3534,NED,,False,unmatched,,,
EON_167.243_44.280,PGC2240708,PGC2240708,167.242981,44.280296,r,3.0,1.68,1.39,0.32,0.4633333333333333,2.1582733812949644,22.66,4.07,-0.128,17.05,0.12,SB,22816.0,PGC2240708,NED,thick_like,PGC2240708,PGC2240708,PGC2240708,167.242981,44.280296,PGC2240708,PGC2240708,NED,,False,unmatched,,,
EON_167.252_35.352,PGC2063192,PGC2063192,167.252274,35.351852,r,5.81,0.15,1.55,0.3,0.2667814113597246,3.748387096774193,22.74,0.25,0.315,16.73,0.26,SB,22056.0,PGC2063192,NED,thick_like,PGC2063192,PGC2063192,PGC2063192,167.252274,35.351852,PGC2063192,PGC2063192,NED,,False,unmatched,,,
EON_167.253_58.055,NED,,167.252716,58.054977,r,4.69,0.51,0.83,0.13,0.1769722814498933,5.650602409638555,22.4,0.21,-0.181,18.18,0.05,SD,,,NED,intermediate,NED,NED,,167.252716,58.054977,,,NED,,False,unmatched,,,
EON_167.272_29.132,PGC1856677,PGC1856677,167.272049,29.132023,r,4.21,0.09,1.34,0.14,0.3182897862232779,3.1417910447761197,21.48,0.16,0.213,16.47,0.1,SC,9693.0,PGC1856677,NED,thick_like,PGC1856677,PGC1856677,PGC1856677,167.272049,29.132023,PGC1856677,PGC1856677,NED,,False,unmatched,,,
EON_167.280_-17.828,PGC876823,PGC876823,167.279678,-17.827944,r,4.85,0.32,1.58,0.15,0.3257731958762887,3.0696202531645564,21.81,0.2,0.064,16.52,0.18,SC,,PGC876823,NED,thick_like,PGC876823,PGC876823,PGC876823,167.279678,-17.827944,PGC876823,PGC876823,NED,,False,unmatched,,,
EON_167.281_40.800,PGC2171107,PGC2171107,167.280914,40.80011,r,3.29,0.37,1.41,0.12,0.4285714285714285,2.333333333333333,20.49,0.36,-0.039,16.68,0.12,SC,22777.0,PGC2171107,NED,thick_like,PGC2171107,PGC2171107,PGC2171107,167.280914,40.80011,PGC2171107,PGC2171107,NED,,False,unmatched,,,
EON_167.344_5.045,PGC91087,PGC91087,167.344116,5.044605,r,10.13,0.11,1.27,0.13,0.1253701875616979,7.976377952755906,23.08,0.22,-0.163,16.83,0.04,SD,6852.0,PGC091087,NED,intermediate,PGC91087,PGC91087,PGC91087,167.344116,5.044605,PGC091087,PGC91087,NED,,False,unmatched,,,
EON_167.346_25.419,2MASXJ11092304+2525082,,167.346191,25.419008,r,4.04,0.33,0.85,0.08,0.2103960396039604,4.752941176470588,21.39,0.27,-0.115,16.97,0.07,SD,18636.0,2MASXJ11092304+2525082,NED,thick_like,2MASXJ11092304+2525082,2MASXJ11092304+2525082,,167.346191,25.419008,2MASXJ11092304+2525082,,NED,,False,unmatched,,,
EON_167.427_-16.948,PGC891166,PGC891166,167.427383,-16.948109,r,4.12,0.12,1.17,0.1,0.2839805825242718,3.5213675213675217,21.86,0.15,0.04,17.04,0.07,SD,,PGC891166,NED,thick_like,PGC891166,PGC891166,PGC891166,167.427383,-16.948109,PGC891166,PGC891166,NED,,False,unmatched,,,
EON_167.516_6.051,SDSSJ111003.85+060304.5,,167.516144,6.051185,r,3.38,0.25,0.74,0.05,0.2189349112426035,4.567567567567568,20.75,0.35,0.04,17.26,0.08,SC,8741.0,SDSSJ111003.85+060304.5,NED,thick_like,SDSSJ111003.85+060304.5,SDSSJ111003.85+060304.5,,167.516144,6.051185,SDSSJ111003.85+060304.5,,NED,,False,unmatched,,,
EON_167.556_30.406,SDSSJ111013.36+302422.1,,167.555679,30.406158,r,3.34,0.07,0.8,0.09,0.2395209580838323,4.175,22.18,0.15,-0.088,17.69,0.06,SD,14984.0,SDSSJ111013.36+302422.1,NED,thick_like,SDSSJ111013.36+302422.1,SDSSJ111013.36+302422.1,,167.555679,30.406158,SDSSJ111013.36+302422.1,,NED,,False,unmatched,,,
EON_167.556_9.753,SDSSJ111013.39+094510.7,,167.555817,9.752992,r,6.1,1.01,1.02,0.12,0.1672131147540983,5.980392156862744,22.84,0.33,-0.065,17.47,0.11,SB,13103.0,SDSSJ111013.39+094510.7,NED,intermediate,SDSSJ111013.39+094510.7,SDSSJ111013.39+094510.7,,167.555817,9.752992,SDSSJ111013.39+094510.7,,NED,,False,unmatched,,,
EON_167.565_45.571,PGC2267116,PGC2267116,167.564667,45.571205,r,7.71,0.33,1.88,0.24,0.2438391699092088,4.101063829787234,22.53,0.24,-0.114,15.9,0.38,SA,7468.0,PGC2267116,NED,thick_like,PGC2267116,PGC2267116,PGC2267116,167.564667,45.571205,PGC2267116,PGC2267116,NED,,False,unmatched,,,
EON_167.582_7.832,PGC1332091,PGC1332091,167.582474,7.832058,r,4.34,0.07,1.7,0.15,0.391705069124424,2.552941176470588,21.58,0.13,0.051,16.72,0.11,SC,14448.0,PGC1332091,NED,thick_like,PGC1332091,PGC1332091,PGC1332091,167.582474,7.832058,PGC1332091,PGC1332091,NED,,False,unmatched,,,
EON_167.583_4.688,PGC33896,PGC33896,167.583389,4.68827,r,5.61,0.16,2.39,0.26,0.4260249554367201,2.3472803347280333,20.25,0.25,0.131,14.29,0.46,SA,8748.0,PGC033896,NED,thick_like,PGC33896,PGC33896,PGC33896,167.583389,4.68827,PGC033896,PGC33896,NED,,False,unmatched,,,
EON_167.613_34.721,PGC91088,PGC91088,167.612915,34.721115,r,10.52,0.92,1.51,0.15,0.1435361216730038,6.966887417218543,22.7,0.18,-0.172,16.0,0.12,SB,21643.0,PGC091088,NED,intermediate,PGC91088,PGC91088,PGC91088,167.612915,34.721115,PGC091088,PGC91088,NED,,False,unmatched,,,
EON_167.642_54.455,PGC2470157,PGC2470157,167.642242,54.455406,r,4.53,0.18,2.24,0.27,0.4944812362030905,2.0223214285714284,21.03,0.2,0.278,15.81,0.12,SC,10823.0,PGC2470157,NED,thick_like,PGC2470157,PGC2470157,PGC2470157,167.642242,54.455406,PGC2470157,PGC2470157,NED,,False,unmatched,,,
EON_167.656_5.550,SDSSJ111037.33+053300.7,,167.655563,5.550195,r,2.96,0.03,1.27,0.14,0.429054054054054,2.3307086614173227,21.16,0.2,-0.053,17.35,0.09,SC,14113.0,SDSSJ111037.33+053300.7,NED,thick_like,SDSSJ111037.33+053300.7,SDSSJ111037.33+053300.7,,167.655563,5.550195,SDSSJ111037.33+053300.7,,NED,,False,unmatched,,,
EON_167.727_25.857,SDSSJ111054.45+255124.0,,167.726898,25.856668,r,3.11,0.03,1.29,0.19,0.4147909967845659,2.4108527131782944,21.73,0.19,0.084,17.41,0.09,SC,12194.0,SDSSJ111054.45+255124.0,NED,thick_like,SDSSJ111054.45+255124.0,SDSSJ111054.45+255124.0,,167.726898,25.856668,SDSSJ111054.45+255124.0,,NED,,False,unmatched,,,
EON_167.792_0.625,UGC06226,UGC06226,167.792038,0.625143,r,11.89,0.22,2.18,0.28,0.1833473507148864,5.454128440366972,22.61,0.15,-0.199,15.39,0.05,SD,7514.0,UGC06226,NED,intermediate,UGC06226,UGC06226,UGC6226,167.792038,0.625143,UGC06226,UGC6226,NED,,False,unmatched,,,
EON_167.820_27.262,PGC1802705,PGC1802705,167.819717,27.262224,r,2.85,0.16,1.38,0.14,0.4842105263157894,2.065217391304348,20.07,0.26,0.084,15.61,0.21,SB,12937.0,PGC1802705,NED,thick_like,PGC1802705,PGC1802705,PGC1802705,167.819717,27.262224,PGC1802705,PGC1802705,NED,,False,unmatched,,,
EON_167.825_6.947,PGC213795,PGC213795,167.824997,6.947158,r,3.75,0.12,1.68,0.13,0.448,2.232142857142857,20.84,0.2,0.07,16.21,0.11,SC,12124.0,PGC213795,NED,thick_like,PGC213795,PGC213795,PGC213795,167.824997,6.947158,PGC213795,PGC213795,NED,,False,unmatched,,,
EON_167.846_-14.225,PGC156380,PGC156380,167.845779,-14.224751,r,6.61,0.05,2.78,0.19,0.4205748865355521,2.377697841726619,20.98,0.1,0.115,14.51,0.46,SA,9767.0,PGC156380,NED,thick_like,PGC156380,PGC156380,PGC156380,167.845779,-14.224751,PGC156380,PGC156380,NED,,False,unmatched,,,
EON_167.858_43.907,UGC06232,UGC06232,167.858215,43.907089,r,14.03,0.11,8.15,1.26,0.5808980755523878,1.7214723926380366,21.8,0.16,0.238,13.67,0.37,SB,6390.0,UGC06232,NED,thick_like,UGC06232,UGC06232,UGC6232,167.858215,43.907089,UGC06232,UGC6232,NED,,False,unmatched,,,
EON_167.919_45.350,PGC91090,PGC91090,167.919006,45.3503,r,8.98,0.05,2.25,0.18,0.2505567928730512,3.991111111111112,22.13,0.14,-0.058,15.7,0.06,SD,7025.0,PGC091090,NED,thick_like,PGC91090,PGC91090,PGC91090,167.919006,45.3503,PGC091090,PGC91090,NED,,False,unmatched,,,
EON_167.929_55.110,PGC2490901,PGC2490901,167.928909,55.110046,r,6.17,0.06,0.97,0.13,0.1572123176661264,6.360824742268042,22.88,0.23,-0.049,17.46,0.04,SD,20907.0,PGC2490901,NED,intermediate,PGC2490901,PGC2490901,PGC2490901,167.928909,55.110046,PGC2490901,PGC2490901,NED,,False,unmatched,,,
EON_167.943_36.745,UGC06236,UGC06236,167.943268,36.745159,r,10.03,0.32,3.09,0.2,0.3080757726819541,3.245954692556634,21.52,0.17,0.04,14.07,0.48,SA,8597.0,UGC06236,NED,thick_like,UGC06236,UGC06236,UGC6236,167.943268,36.745159,UGC06236,UGC6236,NED,,False,unmatched,,,
EON_167.996_55.513,SDSSJ111159.15+553045.3,,167.99646,55.512627,r,7.57,0.24,1.01,0.12,0.1334214002642008,7.495049504950495,23.15,0.25,-0.008,17.48,0.05,SB,20629.0,SDSSJ111159.15+553045.3,NED,intermediate,SDSSJ111159.15+553045.3,SDSSJ111159.15+553045.3,,167.99646,55.512627,SDSSJ111159.15+553045.3,,NED,,False,unmatched,,,
EON_168.004_12.737,SDSSJ111201.02+124412.0,,168.004257,12.736681,r,4.01,0.05,0.98,0.07,0.2443890274314214,4.091836734693877,21.92,0.23,0.064,17.53,0.08,SC,23105.0,SDSSJ111201.02+124412.0,NED,thick_like,SDSSJ111201.02+124412.0,SDSSJ111201.02+124412.0,,168.004257,12.736681,SDSSJ111201.02+124412.0,,NED,,False,unmatched,,,
EON_168.009_44.351,PGC2242315,PGC2242315,168.009323,44.351009,r,4.38,0.18,1.94,0.21,0.4429223744292237,2.2577319587628866,21.82,0.19,0.183,16.4,0.14,SC,22806.0,PGC2242315,NED,thick_like,PGC2242315,PGC2242315,PGC2242315,168.009323,44.351009,PGC2242315,PGC2242315,NED,,False,unmatched,,,
EON_168.068_41.005,SDSSJ111216.40+410019.3,,168.068344,41.005386,r,3.73,0.54,0.74,0.15,0.1983914209115281,5.04054054054054,22.09,0.34,0.306,17.33,0.15,SB,19088.0,SDSSJ111216.40+410019.3,NED,intermediate,SDSSJ111216.40+410019.3,SDSSJ111216.40+410019.3,,168.068344,41.005386,SDSSJ111216.40+410019.3,,NED,,False,unmatched,,,
EON_168.072_28.048,PGC93608,PGC93608,168.071884,28.048199,r,3.96,0.01,1.71,0.09,0.4318181818181818,2.3157894736842106,20.63,0.09,0.038,15.93,0.1,SC,10635.0,PGC093608,NED,thick_like,PGC93608,PGC93608,PGC93608,168.071884,28.048199,PGC093608,PGC93608,NED,,False,unmatched,,,
EON_168.102_30.079,PGC92930,PGC92930,168.102448,30.079208,r,7.92,0.06,1.79,0.12,0.226010101010101,4.424581005586592,22.21,0.1,0.035,15.72,0.19,SB,14148.0,PGC092930,NED,thick_like,PGC92930,PGC92930,PGC92930,168.102448,30.079208,PGC092930,PGC92930,NED,,False,unmatched,,,
EON_168.146_31.968,PGC91093,PGC91093,168.140717,31.974611,r,6.89,0.14,2.38,0.19,0.3454281567489115,2.894957983193277,21.77,0.17,0.103,15.73,0.1,SB,11161.0,PGC091093,NED,thick_like,PGC91093,PGC91093,PGC91093,168.140717,31.974611,PGC091093,PGC91093,NED,,False,unmatched,,,
EON_168.231_4.035,PGC1262498,PGC1262498,168.230515,4.035427,r,3.68,0.03,1.29,0.14,0.3505434782608695,2.852713178294574,21.35,0.2,0.052,16.54,0.1,SC,11811.0,PGC1262498,NED,thick_like,PGC1262498,PGC1262498,PGC1262498,168.230515,4.035427,PGC1262498,PGC1262498,NED,,False,unmatched,,,
EON_168.283_59.535,PGC91094,PGC91094,168.283173,59.535332,r,8.29,0.26,1.41,0.11,0.1700844390832328,5.879432624113475,23.05,0.14,-0.012,16.97,0.06,SD,10697.0,PGC091094,NED,intermediate,PGC91094,PGC91094,PGC91094,168.283173,59.535332,PGC091094,PGC91094,NED,,False,unmatched,,,
EON_168.366_7.431,PGC34167,PGC34167,168.365662,7.431477,r,7.49,0.13,1.66,0.18,0.2216288384512683,4.5120481927710845,21.92,0.19,-0.171,15.9,0.07,SD,7915.0,PGC034167,NED,thick_like,PGC34167,PGC34167,PGC34167,168.365662,7.431477,PGC034167,PGC34167,NED,,False,unmatched,,,
EON_168.395_9.492,PGC92931,PGC92931,168.394516,9.492041,r,6.9,0.23,2.76,0.22,0.3999999999999999,2.5000000000000004,22.02,0.16,-0.141,15.54,0.14,SC,8785.0,PGC092931,NED,thick_like,PGC92931,PGC92931,PGC92931,168.394516,9.492041,PGC092931,PGC92931,NED,,False,unmatched,,,
