r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
4.39,112.0,74.73848272476502,4.25,UGC05986,20.82,71.78,0.0,2857.4031890660594,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.3654187119119436,0.07312325315728074,0.9478451161922915,0.07312325315728074,0.06930951838522112,0.2731070207111671,867782.2763734084,2.0428294550176935,2.413908965049951,0.08971038842229932,0.5968128781361413,6190520797.71245,1.0,0.06415440946482631,0.02913277018218356,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,12297.436819355245,232.3483325461354,244.07291622990357,-132.07291622990357,37.26151727523498,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.02,115.0,75.43128064669192,3.18,UGC05986,24.3,71.41,0.0,2634.4621513944226,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.3654187119119436,0.07312325315728074,0.9478451161922915,0.07312325315728074,0.06930951838522112,0.2731070207111671,867782.2763734084,2.0428294550176935,2.413908965049951,0.08971038842229932,0.5968128781361413,6190520797.71245,1.0,0.06415440946482631,0.02913277018218356,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,9404.510727063707,217.28010458820157,230.00113467080942,-115.00113467080942,39.56871935330808,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.65,116.0,72.3922930980916,2.32,UGC05986,25.4,67.79,0.0,2381.592920353982,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,2,2.3654187119119436,0.07312325315728074,0.9478451161922915,0.07312325315728074,0.06930951838522112,0.2731070207111671,867782.2763734084,2.0428294550176935,2.413908965049951,0.08971038842229932,0.5968128781361413,6190520797.71245,1.0,0.06415440946482631,0.02913277018218356,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,7424.150117512606,204.80832054373724,217.2259014573221,-101.2259014573221,43.6077069019084,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9,116.0,66.21693212464619,2.28,UGC05986,25.5,61.11,0.0,1950.144927536232,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.233564397339839,0.1318543145721045,0.9513174580242325,0.13806148110893016,0.13134029725960802,0.3809220902847142,867782.2763734084,2.0282777083647066,2.2630458543349015,0.07180557381056925,0.5,6787089127.597766,1.0470759455765193,0.06769990510727819,0.052531599431117335,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,6943.025386015254,218.87639243076273,228.67347302104207,-112.67347302104207,49.78306787535381,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.54,114.0,61.961233041313825,3.05,UGC05986,25.7,56.38,0.0,1723.6074270557028,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.233564397339839,0.1318543145721045,0.9513174580242325,0.13806148110893016,0.13134029725960802,0.3809220902847142,867782.2763734084,2.0282777083647066,2.2630458543349015,0.07180557381056925,0.5,6787089127.597766,1.0470759455765193,0.06769990510727819,0.052531599431117335,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,5814.391127570487,209.3812529857472,218.35682609408272,-104.35682609408272,52.038766958686175,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.16,112.0,58.585056968479606,3.69,UGC05986,24.6,53.17,0.0,1537.2549019607843,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.233564397339839,0.1318543145721045,0.9513174580242325,0.13806148110893016,0.13134029725960802,0.3809220902847142,867782.2763734084,2.0282777083647066,2.2630458543349015,0.07180557381056925,0.5,6787089127.597766,1.0470759455765193,0.06769990510727819,0.052531599431117335,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,4964.398287740687,201.269694757964,209.62275384118968,-97.62275384118968,53.414943031520394,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.79,109.0,56.43963589535283,5.1,UGC05986,24.9,50.65,0.0,1351.6496018202504,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.233564397339839,0.1318543145721045,0.9513174580242325,0.13806148110893016,0.13134029725960802,0.3809220902847142,867782.2763734084,2.0282777083647066,2.2630458543349015,0.07180557381056925,0.5,6787089127.597766,1.0470759455765193,0.06769990510727819,0.052531599431117335,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,4278.279804309976,193.92286992483554,201.96908669369353,-92.96908669369353,52.56036410464717,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.41,107.0,55.94092062167014,6.39,UGC05986,27.79,48.55,0.0,1216.6843783209351,UGC05986,UGC5986,Bizyaev_2014,,False,unique_to_2014,2MASXJ10513354+3630550,,EON_162.890_36.515,2MASXJ10513354+3630550,,162.889786,36.515358,r,5.84,0.1,1.18,0.1,0.2020547945205479,4.9491525423728815,22.45,0.19,-0.069,17.27,0.06,SD,12894.0,2MASXJ10513354+3630550,NED,thick_like,2MASXJ10513354+3630550,2MASXJ10513354+3630550,,162.889786,36.515358,2MASXJ10513354+3630550,,NED,,True,coord_review,UGC05986,127.0,0.2187006146513334,Bizyaev_2014,0.35,3,2.233564397339839,0.1318543145721045,0.9513174580242325,0.13806148110893016,0.13134029725960802,0.3809220902847142,867782.2763734084,2.0282777083647066,2.2630458543349015,0.07180557381056925,0.5,6787089127.597766,1.0470759455765193,0.06769990510727819,0.052531599431117335,2.51,1.0,2.0,0.3166698764737565,0.07312325315728074,0.9507977616729066,2.703808413193847,2.3012643024471173,2.3166698764737563,0.015405574026639002,1.0395224360193862,10.55566254915855,7.312325315828074,1.0815233652779388,1.0,867782.2763734084,3733.083359532122,187.42549029733726,195.59575919021677,-88.59575919021677,51.05907937832986,UGC05986_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,26.6,6.92,4.4,UGC06667,0.0,6.92,0.0,813.2873563218392,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,1,2.2373723419979172,0.1706369908662979,0.8911436323787234,0.06433181338488103,0.05732888585731306,0.37277734843911203,1000000.0,2.1085003974488314,2.2910005500751827,0.12740261869048894,0.3061564762267218,106244653.66260938,0.37700977413090947,0.1585101296494651,0.06488098512026537,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,492505.41476960236,654.5836163925538,654.6201931269414,-628.0201931269414,19.68,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,45.2,10.96,2.7,UGC06667,0.0,10.96,0.0,1174.16091954023,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,1,2.2373723419979172,0.1706369908662979,0.8911436323787234,0.06433181338488103,0.05732888585731306,0.37277734843911203,1000000.0,2.1085003974488314,2.2910005500751827,0.12740261869048894,0.3061564762267218,106244653.66260938,0.37700977413090947,0.1585101296494651,0.06488098512026537,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,123126.35369240059,462.8605140047885,462.99025586374603,-417.79025586374604,34.24,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.61,57.0,16.738321301731546,3.9,UGC06667,8.65,14.33,0.0,1244.8275862068965,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,1,2.2373723419979172,0.1706369908662979,0.8911436323787234,0.06433181338488103,0.05732888585731306,0.37277734843911203,1000000.0,2.1085003974488314,2.2910005500751827,0.12740261869048894,0.3061564762267218,106244653.66260938,0.37700977413090947,0.1585101296494651,0.06488098512026537,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,54722.82386328916,377.9240271313597,378.29451712017277,-321.29451712017277,40.261678698268454,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37,77.3,26.021775496687386,3.4,UGC06667,18.32,18.48,0.0,1367.3432494279175,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,2,2.408009332864215,0.1706369908662979,0.9912215504576335,0.2325841419581802,0.2305424138036457,0.8440088006805044,1000000.0,2.0351341019352187,2.45119099868141,0.07054801166962284,0.6091846075196404,1388723225.6972206,1.3630347135013696,0.012126861216832818,0.049033618065028144,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,44196.115635548405,439.4735775076205,440.2432942446103,-362.9432942446103,51.278224503312615,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.24,80.7,30.05009983344481,3.9,UGC06667,22.41,20.02,0.0,1242.8416030534352,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,2,2.408009332864215,0.1706369908662979,0.9912215504576335,0.2325841419581802,0.2305424138036457,0.8440088006805044,1000000.0,2.0351341019352187,2.45119099868141,0.07054801166962284,0.6091846075196404,1388723225.6972206,1.3630347135013696,0.012126861216832818,0.049033618065028144,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,30738.62248268255,401.3357469865556,402.45917843833126,-321.7591784383313,50.64990016655519,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.11,84.0,31.749483460365145,3.0,UGC06667,23.49,21.36,0.0,1154.8281505728314,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,2,2.408009332864215,0.1706369908662979,0.9912215504576335,0.2325841419581802,0.2305424138036457,0.8440088006805044,1000000.0,2.0351341019352187,2.45119099868141,0.07054801166962284,0.6091846075196404,1388723225.6972206,1.3630347135013696,0.012126861216832818,0.049033618065028144,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,22608.125465229772,371.6660417532841,373.0196727956234,-289.0196727956234,52.25051653963486,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.98,85.0,34.23893835970969,3.0,UGC06667,25.65,22.68,0.0,1035.1002865329513,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,2,2.408009332864215,0.1706369908662979,0.9912215504576335,0.2325841419581802,0.2305424138036457,0.8440088006805044,1000000.0,2.0351341019352187,2.45119099868141,0.07054801166962284,0.6091846075196404,1388723225.6972206,1.3630347135013696,0.012126861216832818,0.049033618065028144,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,17323.519525301606,347.73289503094935,349.4144690573149,-264.4144690573149,50.76106164029031,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85,85.7,34.26793836810146,3.4,UGC06667,24.46,24.0,0.0,935.6038216560512,UGC06667,UGC6667,Bizyaev_2014,,False,unique_to_2014,UGC06667,,EON_175.610_51.598,UGC06667,UGC06667,175.609558,51.597984,r,38.34,1.3,7.93,0.55,0.2068335941575378,4.834804539722573,23.02,0.11,0.055,13.34,0.05,SD,978.0,UGC06667,NED,thick_like,UGC06667,UGC06667,UGC6667,175.609558,51.597984,UGC06667,UGC6667,NED,,True,name_exact,UGC06667,133.0,0.0,Bizyaev_2014,0.35,2,2.408009332864215,0.1706369908662979,0.9912215504576335,0.2325841419581802,0.2305424138036457,0.8440088006805044,1000000.0,2.0351341019352187,2.45119099868141,0.07054801166962284,0.6091846075196404,1388723225.6972206,1.3630347135013696,0.012126861216832818,0.049033618065028144,3.0549999999999997,1.0,2.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,13696.438811805825,327.89791806700407,329.6836912446166,-243.98369124461664,51.43206163189854,UGC06667_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.74,59.2,56.25,3.5,UGC06917,0.0,56.25,0.0,2014.16091954023,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.547704190428449,0.1890151405244347,0.9000583591005552,0.13470773575813802,0.1212448236046209,0.7106936539795032,1000000.0,2.0867224455639457,2.631476679961209,0.09102739286426217,0.5009038961009354,3111289038.4167104,0.7126822506619455,0.1410132343735926,0.054004325864124195,3.93,1.0,2.0,0.45319662016623163,0.1890151405244347,0.9324248658961536,1.794628911656008,2.4066909560548564,2.4531966201662314,0.04650566411137502,1.0724148434487724,15.106554005574388,18.90151405254347,0.7178515646628032,1.0,2198160.8513607644,234738.2923700301,639.0967287694816,641.5673707599634,-582.3673707599634,2.950000000000003,UGC06917_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.61,71.2,59.09,4.0,UGC06917,0.0,59.09,0.0,1942.314176245211,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.547704190428449,0.1890151405244347,0.9000583591005552,0.13470773575813802,0.1212448236046209,0.7106936539795032,1000000.0,2.0867224455639457,2.631476679961209,0.09102739286426217,0.5009038961009354,3111289038.4167104,0.7126822506619455,0.1410132343735926,0.054004325864124195,3.93,1.0,2.0,0.45319662016623163,0.1890151405244347,0.9324248658961536,1.794628911656008,2.4066909560548564,2.4531966201662314,0.04650566411137502,1.0724148434487724,15.106554005574388,18.90151405254347,0.7178515646628032,1.0,2198160.8513607644,104328.12994223562,521.8202939223761,525.1552601366903,-453.95526013669036,12.11,UGC06917_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,84.5,62.05093391722642,4.4,UGC06917,6.4,61.72,0.0,2040.071428571429,UGC06917,UGC6917,Bizyaev_2014,,False,unique_to_2014,PGC2364779,,EON_179.089_50.163,PGC2364779,PGC2364779,179.088638,50.163097,r,6.04,0.02,1.95,0.14,0.3228476821192053,3.097435897435897,21.02,0.16,-0.003,15.14,0.38,SB,9625.0,PGC2364779,NED,thick_like,PGC2364779,PGC2364779,PGC2364779,179.088638,50.163097,PGC2364779,PGC2364779,NED,,True,coord_review,UGC06917,137.0,0.2660474138335263,Bizyaev_2014,0.35,1,2.547704190428449,0.1890151405244347,0.9000583591005552,0.13470773575813802,0.1212448236046209,0.7106936539795032,1000000.0,2.0867224455639457,2.631476679961209,0.09102739286426217,0.5009038961009354,3111289038.4167104,0.7126822506619455,0.1410132343735926,0.054004325864124195,3.93,1.0,2.0,0.45319662016623163,0.1890151405244347,0.9324248658961536,1.794628911656008,2.4066909560548564,2.4531966201662314,0.04650566411137502,1.0724148434487724,15.106554005574388,18.90151405254347,0.7178515646628032,1.0,2198160.8513607644,58015.80848812271,450.6166105553916,454.8688251665852,-370.3688251665852,22.449066082773577,UGC06917_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
