r_kpc,v_obs_kms,v_bar_internal_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_bar_internal_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_kms,rotation_residual_desc_kms,rotation_residual_bar_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
0.08,1.41,6.0392466417592185,4.0,UGC01281,-5.85,1.5,0.0,24.85125,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,26.530436702538566,0.8343732352846247,1.3290706045555851,124.78067090050514,1.32902034616664,455.90624999999994,457.2352703461666,6.04804279314336,-4.638042793143359,-4.629246641759218,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23,4.46,6.842879510849215,4.0,UGC01281,-5.85,3.55,0.0,86.48521739130435,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,26.530436702538566,0.8343732352846247,1.3290706045555851,124.78067090050514,1.32902034616664,203.5869565217391,204.91597686790573,6.865178415716398,-2.4051784157163985,-2.3828795108492153,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38,7.71,5.399675916200897,4.0,UGC01281,-0.98,5.31,0.0,156.43184210526314,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,26.530436702538566,0.8343732352846247,1.3290706045555851,124.78067090050514,1.32902034616664,76.72763157894735,78.056651925114,5.446239779108455,2.2637602208915446,2.3103240837991033,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54,11.0,8.514505270419416,4.0,UGC01281,-2.22,8.22,0.0,224.07407407407405,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,1,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.07715430861723446,26.530436702538566,0.8343732352846247,1.3290706045555851,124.78067090050514,1.32902034616664,134.25333333333336,135.5823536795,8.556545505455459,2.4434544945445413,2.4854947295805836,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84,17.2,12.857285872220466,5.78,UGC01281,-4.43,12.07,0.0,352.19047619047615,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,39.217422787932456,0.8343732352846247,6.116071168520826,184.5944950578079,6.1138341571697055,196.79738095238096,202.91121510955065,13.055474740200854,4.1445252597991455,4.342714127779534,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,20.2,14.832754295814382,4.74,UGC01281,-5.15,13.91,0.0,408.04,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,39.217422787932456,0.8343732352846247,6.116071168520826,184.5944950578079,6.1138341571697055,220.0106,226.12443415716973,15.037434427360598,5.1625655726394015,5.367245704185617,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.15,23.2,16.483039768198097,4.0,UGC01281,-5.85,15.41,0.0,468.0347826086957,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,39.217422787932456,0.8343732352846247,6.116071168520826,184.5944950578079,6.1138341571697055,236.25269565217388,242.3665298093436,16.69495460553113,6.505045394468869,6.716960231801902,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3,26.4,16.832266632869143,7.13,UGC01281,-1.76,16.74,0.0,536.1230769230768,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,2,0.35,0.32274229314479763,3.1129598026006793,2.7522516091874434,0.3607081934132359,0.0,0.3607081934132359,0.7512100948823198,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.23046092184368736,39.217422787932456,0.8343732352846247,6.116071168520826,184.5944950578079,6.1138341571697055,217.94246153846143,224.05629569563115,17.06672740757057,9.333272592429427,9.567733367130856,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61,31.6,19.54800501329995,4.94,UGC01281,5.46,18.77,0.0,620.223602484472,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.3607081934132359,0.7512100948823198,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,44.161400903866095,0.8343732352846247,11.800138908426053,207.90539852057228,11.787484282017111,237.34440993788814,249.13189421990526,20.02753978136225,11.572460218637751,12.051994986700052,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76,34.6,20.62334841872192,4.0,UGC01281,7.63,19.16,0.0,680.2045454545455,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.3607081934132359,0.7512100948823198,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,44.161400903866095,0.8343732352846247,11.800138908426053,207.90539852057228,11.787484282017111,241.66051136363635,253.44799564565346,21.12033314927466,13.47966685072534,13.97665158127808,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.92,37.4,21.837456353705665,7.09,UGC01281,9.79,19.52,0.0,728.5208333333334,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.3607081934132359,0.7512100948823198,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,44.161400903866095,0.8343732352846247,11.800138908426053,207.90539852057228,11.787484282017111,248.37213541666662,260.15961969868374,22.34964138015357,15.050358619846428,15.562543646294333,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.07,39.9,22.656195620624395,4.0,UGC01281,11.26,19.66,0.0,769.0869565217392,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,3,0.35,0.2268349936504997,3.0793922477776747,2.7522516091874434,0.32714063859023135,-0.03356755482300455,0.3607081934132359,0.7512100948823198,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.3837675350701403,44.161400903866095,0.8343732352846247,11.800138908426053,207.90539852057228,11.787484282017111,247.97256038647348,259.7600446684906,23.188430142288105,16.711569857711893,17.243804379375604,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.38,44.4,24.25746070799662,4.58,UGC01281,13.9,19.88,0.0,828.3025210084033,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,4,0.35,-1.1926767205174778,2.582563147818883,2.7522516091874434,-0.16968846136856053,-0.4968290999587919,0.6665175613273524,0.27105474361313786,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.5460921843687374,41.78579809859487,0.9767625477139122,6.639440038161536,196.8076525024107,6.636922410621145,247.23714285714286,253.874065267764,24.580892484555523,19.819107515444475,20.142539292003377,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.53,46.7,24.82544662236714,5.91,UGC01281,14.68,20.02,0.0,862.0118577075101,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,4,0.35,-1.1926767205174778,2.582563147818883,2.7522516091874434,-0.16968846136856053,-0.4968290999587919,0.6665175613273524,0.27105474361313786,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.5460921843687374,41.78579809859487,0.9767625477139122,6.639440038161536,196.8076525024107,6.636922410621145,243.59794466403162,250.23486707465275,25.16136351032812,21.538636489671884,21.874553377632864,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.68,48.5,25.26107281965673,7.72,UGC01281,15.47,19.97,0.0,877.7052238805969,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,4,0.35,-1.1926767205174778,2.582563147818883,2.7522516091874434,-0.16968846136856053,-0.4968290999587919,0.6665175613273524,0.27105474361313786,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.5460921843687374,41.78579809859487,0.9767625477139122,6.639440038161536,196.8076525024107,6.636922410621145,238.1051492537313,244.74207166435244,25.610715571035197,22.889284428964803,23.23892718034327,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.76,49.3,25.400472436551254,9.73,UGC01281,15.76,19.92,0.0,880.6123188405797,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,4,0.35,-1.1926767205174778,2.582563147818883,2.7522516091874434,-0.16968846136856053,-0.4968290999587919,0.6665175613273524,0.27105474361313786,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.5460921843687374,41.78579809859487,0.9767625477139122,6.639440038161536,196.8076525024107,6.636922410621145,233.76231884057972,240.39924125120086,25.75853073941358,23.541469260586418,23.899527563448743,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.46,54.1,26.58210676376122,4.0,UGC01281,18.3,19.28,0.0,845.8988439306358,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,5,0.35,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,204.2220809248555,224.83945787115422,27.89165689295266,26.20834310704734,27.51789323623878,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.83,55.0,26.48306062372701,4.0,UGC01281,18.5,18.95,0.0,789.8172323759791,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,5,0.35,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,183.1207571801567,203.7381341264554,27.934155682682164,27.065844317317836,28.51693937627299,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23,55.7,25.987221859983418,4.0,UGC01281,18.21,18.54,0.0,733.4491725768321,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,5,0.35,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,159.65382978723403,180.27120673353275,27.614257268354034,28.08574273164597,29.712778140016585,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.62,56.4,26.820986186193824,4.0,UGC01281,19.58,18.33,0.0,688.5194805194806,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,5,0.35,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,155.70677489177487,176.3241518380736,28.541506293324815,27.858493706675183,29.579013813806174,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.99,56.9,27.403366581498705,4.0,UGC01281,20.46,18.23,0.0,648.819639278557,UGC01281,UGC1281,Bizyaev_2014,,False,unique_to_2014,NED,,EON_27.382_32.589,NED,,27.381723,32.588757,r,38.67,1.39,11.31,0.89,0.2924747866563227,3.419098143236074,22.51,0.13,0.105,12.79,0.05,IR,,,NED,thick_like,NED,NED,,27.381723,32.588757,,,NED,,True,coord_strict,UGC01281,102.0,0.000983842904114,Bizyaev_2014,5,0.35,-1.2337386136382433,2.568191485226615,2.7522516091874434,-0.18406012396082838,-0.014371662592267853,0.19843178655309623,1.2902699284743335,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,0.846693386773547,30.35322168052332,0.5793204561151144,20.762162564371774,142.94235709207234,20.617376946298723,150.48987975951906,171.10725670581778,29.22028766049422,27.67971233950578,29.496633418501293,UGC01281_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14,5.23,4.427561405559499,5.31,UGC04278,-0.97,4.32,0.0,195.37785714285715,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.1038863976083707,77.30436035189196,0.9895154878817529,1.577026397365593,364.0493102319172,1.577016532936643,140.02357142857144,141.6005879615081,4.452424318796574,0.7775756812034267,0.8024385944405017,UGC04278_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.42,15.4,11.342332211674986,7.78,UGC04278,0.23,11.34,0.0,564.6666666666667,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.1038863976083707,77.30436035189196,0.9895154878817529,1.577026397365593,364.0493102319172,1.577016532936643,306.30595238095236,307.882968913889,11.371492731556108,4.028507268443892,4.0576677883250145,UGC04278_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69,24.4,17.989469141695093,4.0,UGC04278,3.77,17.59,0.0,862.8405797101449,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.1038863976083707,77.30436035189196,0.9895154878817529,1.577026397365593,364.0493102319172,1.577016532936643,469.01594202898553,470.59295856192216,18.019687605719646,6.380312394280352,6.410530858304906,UGC04278_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.97,32.1,24.06953676330311,4.0,UGC04278,5.25,23.49,0.0,1062.278350515464,UGC04278,UGC4278,Bizyaev_2014,,False,unique_to_2014,IC02233,,EON_123.495_45.742,IC02233,IC02233,123.495461,45.742138,r,51.12,0.52,7.78,0.73,0.1521909233176838,6.570694087403599,22.9,0.11,0.183,12.43,0.06,IR,585.0,IC2233,NED,intermediate,IC02233,IC02233,IC2233,123.495461,45.742138,IC2233,IC2233,NED,,True,coord_strict,UGC04278,113.0,1.289169934879393e-05,Bizyaev_2014,1,0.35,-0.8254679419715758,2.7110862203099484,3.497948312726774,-0.7868620924168255,0.0,0.7868620924168255,0.1814848845402458,0.5800925096269416,0.5,0.1038863976083707,1.093486005924828,0.1038863976083707,77.30436035189196,0.9895154878817529,1.577026397365593,364.0493102319172,1.577016532936643,597.260412371134,598.8374289040706,24.101292621702857,7.998707378297144,8.030463236696892,UGC04278_pointwise_topostructure_v7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
